Competitor Part Number,Shareway Part Number,Description,Category
LGT1502-50,SEP1485NL,LinkCom LGT1502-50,Transformers
LGT1502-60,SEP6861NL,LinkCom LGT1502-60,Transformers
LGT1507-60,SEP9329NL,LinkCom LGT1507-60,Transformers
LGT1512-60,SEP0060NL,LinkCom LGT1512-60,Transformers
LGT1522-60,SEP5868NL,LinkCom LGT1522-60,Transformers
LGT1702-61,SEP9279NL,LinkCom LGT1702-61,Transformers
LGT2507-50,SEP8161NL,LinkCom LGT2507-50,Transformers
LGT2507-60,SEP9947NL,LinkCom LGT2507-60,Transformers
LGT7002-63,SEP9346NL,LinkCom dsl-transformer,dsl-transformer
LGT7002-65,SEP4105NL,LinkCom dsl-transformer,dsl-transformer
LGT7002-65H,SEP7030NL,LinkCom dsl-transformer,dsl-transformer
LJ-H41S1B-02-F,SRJ00373CNL,LJ-H41S1B-02-F,RJ45 Connectors
LJ-H41S1C-14-F,SRJ00170CNL,LJ-H41S1C-14-F,RJ45 Connectors
LJ-N17S4Z-Y5,SRJ46234DNL,LJ-N17S4Z-Y5,RJ45 Connectors
LLF0097-50,SC2938ANL,LinkCom LLF0097-50,LAN Transformers
LLF0122-50,SC2984ANL,LinkCom LLF0122-50,LAN Transformers
LLF0129-50,SEP5609NL,LinkCom filter,filter
LLF0130-50,SEP2735NL,LinkCom filter,filter
LLF0131-51,SC2320ANL,LinkCom LLF0131-51,LAN Transformers
LLF0132-50,SC2859ANL,LinkCom LLF0132-50,LAN Transformers
LLF0133-50,SC2486ANL,LinkCom LLF0133-50,LAN Transformers
LLF0137-50,SC2506ANL,LinkCom LLF0137-50,LAN Transformers
LLF0152-50,SC2378ANL,LinkCom LLF0152-50,LAN Transformers
LLF0153-50,SC2885ANL,LinkCom LLF0153-50,LAN Transformers
LLF0155-50,SC2302ANL,LinkCom LLF0155-50,LAN Transformers
LLF0156-50,SC2253ANL,LinkCom LLF0156-50,LAN Transformers
LMJ2058811001CNL,SRJ10119DNL,LMJ2058811001CNL,RJ45 Connectors
LML0420AA-100MR-02,STB0402-100M-01,LinkCom inductor,inductor
LML0420AA-100MR-06,STB0402-100M,LinkCom LML0420AA-100MR-06,Power Inductors
LML0420AA-1R0MR-02,STB0402-1R0M-01,LinkCom inductor,inductor
LML0420AA-1R0MR-06,STB0402-1R0M,LinkCom LML0420AA-1R0MR-06,Power Inductors
LML0420AA-1R2MR-02,STB0402-1R2M-01,LinkCom inductor,inductor
LML0420AA-1R2MR-06,STB0402-1R2M,LinkCom LML0420AA-1R2MR-06,Power Inductors
LML0420AA-1R5MR-02,STB0402-1R5M-01,LinkCom inductor,inductor
LML0420AA-1R5MR-06,STB0402-1R5M,LinkCom LML0420AA-1R5MR-06,Power Inductors
LML0420AA-2R2MR-02,STB0402-2R2M-01,LinkCom inductor,inductor
LML0420AA-2R2MR-06,STB0402-2R2M,LinkCom LML0420AA-2R2MR-06,Power Inductors
LML0420AA-3R3MR-02,STB0402-3R3M-01,LinkCom inductor,inductor
LML0420AA-3R3MR-06,STB0402-3R3M,LinkCom LML0420AA-3R3MR-06,Power Inductors
LML0420AA-4R7MR-02,STB0402-4R7M-01,LinkCom inductor,inductor
LML0420AA-4R7MR-06,STB0402-4R7M,LinkCom LML0420AA-4R7MR-06,Power Inductors
LML0420AA-6R8MR-02,STB0402-6R8M-01,LinkCom inductor,inductor
LML0420AA-6R8MR-06,STB0402-6R8M,LinkCom LML0420AA-6R8MR-06,Power Inductors
LML0420AA-R10MR-02,STB0402-R10M-01,LinkCom inductor,inductor
LML0420AA-R10MR-06,STB0402-R10M,LinkCom LML0420AA-R10MR-06,Power Inductors
LML0420AA-R22MR-02,STB0402-R22M-01,LinkCom inductor,inductor
LML0420AA-R22MR-06,STB0402-R22M,LinkCom LML0420AA-R22MR-06,Power Inductors
LML0420AA-R33MR-06,STB0402-R33M,LinkCom LML0420AA-R33MR-06,Power Inductors
LML0420AA-R47MR-02,STB0402-R47M-01,LinkCom inductor,inductor
LML0420AA-R47MR-06,STB0402-R47M,LinkCom LML0420AA-R47MR-06,Power Inductors
LML0420AA-R56MR-02,STB0402-R56M-01,LinkCom inductor,inductor
LML0420AA-R56MR-06,STB0402-R56M,LinkCom LML0420AA-R56MR-06,Power Inductors
LML0420AA-R68MR-02,STB0402-R68M-01,LinkCom inductor,inductor
LML0420AA-R68MR-06,STB0402-R68M,LinkCom LML0420AA-R68MR-06,Power Inductors
LML0530AA-100MR-02,STB0503-100M-02,LinkCom inductor,inductor
LML0530AA-100MR-06,STB0503-100M,LinkCom LML0530AA-100MR-06,Power Inductors
LML0530AA-1R0MR-02,STB0503-1R0M-02,LinkCom inductor,inductor
LML0530AA-1R0MR-06,STB0503-1R0M,LinkCom LML0530AA-1R0MR-06,Power Inductors
LML0530AA-1R2MR-02,STB0503-1R2M-02,LinkCom inductor,inductor
LML0530AA-1R2MR-06,STB0503-1R2M,LinkCom LML0530AA-1R2MR-06,Power Inductors
LML0530AA-1R5MR-02,STB0503-1R5M-02,LinkCom inductor,inductor
LML0530AA-1R5MR-06,STB0503-1R5M,LinkCom LML0530AA-1R5MR-06,Power Inductors
LML0530AA-2R2MR-02,STB0503-2R2M-02,LinkCom inductor,inductor
LML0530AA-2R2MR-06,STB0503-2R2M,LinkCom LML0530AA-2R2MR-06,Power Inductors
LML0530AA-3R3MR-02,STB0503-3R3M-02,LinkCom inductor,inductor
LML0530AA-3R3MR-06,STB0503-3R3M,LinkCom LML0530AA-3R3MR-06,Power Inductors
LML0530AA-4R7MR-02,STB0503-4R7M-02,LinkCom inductor,inductor
LML0530AA-4R7MR-06,STB0503-4R7M,LinkCom LML0530AA-4R7MR-06,Power Inductors
LML0530AA-6R8MR-02,STB0503-6R8M-02,LinkCom inductor,inductor
LML0530AA-6R8MR-06,STB0503-6R8M,LinkCom LML0530AA-6R8MR-06,Power Inductors
LML0530AA-R20MR-02,STB0503-R20M,LinkCom inductor,inductor
LML0530AA-R22MR-06,STB0503-R22M,LinkCom LML0530AA-R22MR-06,Power Inductors
LML0530AA-R47MR-02,STB0503-R47M-02,LinkCom inductor,inductor
LML0530AA-R47MR-06,STB0503-R47M,LinkCom LML0530AA-R47MR-06,Power Inductors
LML0530AA-R68MR-02,STB0503-R68M-02,LinkCom inductor,inductor
LML0530AA-R68MR-06,STB0503-R68M,LinkCom LML0530AA-R68MR-06,Power Inductors
LML0530AE-100MR-06,STB0503-100M-01,LinkCom LML0530AE-100MR-06,Power Inductors
LML0530AE-1R0MR-06,STB0503-1R0M-01,LinkCom LML0530AE-1R0MR-06,Power Inductors
LML0530AE-1R2MR-06,STB0503-1R2M-01,LinkCom LML0530AE-1R2MR-06,Power Inductors
LML0530AE-1R5MR-06,STB0503-1R5M-01,LinkCom LML0530AE-1R5MR-06,Power Inductors
LML0530AE-2R2MR-06,STB0503-2R2M-01,LinkCom LML0530AE-2R2MR-06,Power Inductors
LML0530AE-3R3MR-06,STB0503-3R3M-01,LinkCom LML0530AE-3R3MR-06,Power Inductors
LML0530AE-4R7MR-06,STB0503-4R7M-01,LinkCom LML0530AE-4R7MR-06,Power Inductors
LML0530AE-6R8MR-06,STB0503-6R8M-01,LinkCom LML0530AE-6R8MR-06,Power Inductors
LML0530AE-R10MR-06,STB0503-R10M,LinkCom LML0530AE-R10MR-06,Power Inductors
LML0530AE-R22MR-06,STB0503-R22M-01,LinkCom LML0530AE-R22MR-06,Power Inductors
LML0530AE-R33MR-06,STB0503-R33M,LinkCom LML0530AE-R33MR-06,Power Inductors
LML0530AE-R47MR-06,STB0503-R47M-01,LinkCom LML0530AE-R47MR-06,Power Inductors
LML0530AE-R68MR-06,STB0503-R68M-01,LinkCom LML0530AE-R68MR-06,Power Inductors
LML0612AA-100MR-02,STB0601-100M,LinkCom inductor,inductor
LML0612AA-1R0MR-02,STB0601-1R0M,LinkCom inductor,inductor
LML0612AA-2R2MR-02,STB0601-2R2M,LinkCom inductor,inductor
LML0612AA-3R3MR-02,STB0601-3R3M,LinkCom inductor,inductor
LML0612AA-4R7MR-02,STB0601-4R7M,LinkCom inductor,inductor
LML0612AA-6R8MR-02,STB0601-6R8M,LinkCom inductor,inductor
LML0612AA-R56MR-02,STB0601-R56M,LinkCom inductor,inductor
LML0612AA-R68MR-02,STB0601-R68M,LinkCom inductor,inductor
LML0618AA-100MR-02,STB0602-100M,LinkCom inductor,inductor
LML0618AA-1R0MR-02,STB0602-1R0M,LinkCom inductor,inductor
LML0618AA-1R5MR-02,STB0602-1R5M,LinkCom inductor,inductor
LML0618AA-2R2MR-02,STB0602-2R2M,LinkCom inductor,inductor
LML0618AA-3R3MR-02,STB0602-3R3M,LinkCom inductor,inductor
LML0618AA-4R7MR-02,STB0602-4R7M,LinkCom inductor,inductor
LML0618AA-6R8MR-02,STB0602-6R8M,LinkCom inductor,inductor
LML0618AA-R68MR-02,STB0602-R68M,LinkCom inductor,inductor
LML0624AA-100MR-02,STB0602-100M-01,LinkCom inductor,inductor
LML0624AA-1R0MR-02,STB0602-1R0M-01,LinkCom inductor,inductor
LML0624AA-1R5MR-02,STB0602-1R5M-01,LinkCom inductor,inductor
LML0624AA-2R2MR-02,STB0602-2R2M-01,LinkCom inductor,inductor
LML0624AA-3R3MR-02,STB0602-3R3M-01,LinkCom inductor,inductor
LML0624AA-4R7MR-02,STB0602-4R7M-01,LinkCom inductor,inductor
LML0624AA-6R8MR-02,STB0602-6R8M-01,LinkCom inductor,inductor
LML0624AA-R22MR-02,STB0602-R22M,LinkCom inductor,inductor
LML0624AA-R33MR-02,STB0602-R33M,LinkCom inductor,inductor
LML0624AA-R47MR-02,STB0602-R47M,LinkCom inductor,inductor
LML0624AA-R56MR-02,STB0602-R56M,LinkCom inductor,inductor
LML0624AA-R68MR-02,STB0602-R68M-01,LinkCom inductor,inductor
LML0630AA-100MR-02,STB0603-100M-02,LinkCom inductor,inductor
LML0630AA-100MR-06,STB0603-100M,LinkCom LML0630AA-100MR-06,Power Inductors
LML0630AA-150MR-02,STB0603-150M-02,LinkCom inductor,inductor
LML0630AA-150MR-06,STB0603-150M,LinkCom LML0630AA-150MR-06,Power Inductors
LML0630AA-1R0MR-02,STB0603-1R0M-02,LinkCom inductor,inductor
LML0630AA-1R0MR-06,STB0603-1R0M,LinkCom LML0630AA-1R0MR-06,Power Inductors
LML0630AA-1R5MR-02,STB0603-1R5M-02,LinkCom inductor,inductor
LML0630AA-1R5MR-06,STB0603-1R5M,LinkCom LML0630AA-1R5MR-06,Power Inductors
LML0630AA-220MR-02,STB0603-220M-01,LinkCom inductor,inductor
LML0630AA-220MR-06,STB0603-220M,LinkCom LML0630AA-220MR-06,Power Inductors
LML0630AA-2R2MR-02,STB0603-2R2M-02,LinkCom inductor,inductor
LML0630AA-2R2MR-06,STB0603-2R2M,LinkCom LML0630AA-2R2MR-06,Power Inductors
LML0630AA-330MR-02,STB0603-330M-01,LinkCom inductor,inductor
LML0630AA-330MR-06,STB0603-330M,LinkCom LML0630AA-330MR-06,Power Inductors
LML0630AA-3R3MR-02,STB0603-3R3M-02,LinkCom inductor,inductor
LML0630AA-3R3MR-06,STB0603-3R3M,LinkCom LML0630AA-3R3MR-06,Power Inductors
LML0630AA-4R7MR-02,STB0603-4R7M-02,LinkCom inductor,inductor
LML0630AA-4R7MR-06,STB0603-4R7M,LinkCom LML0630AA-4R7MR-06,Power Inductors
LML0630AA-6R8MR-02,STB0603-6R8M-02,LinkCom inductor,inductor
LML0630AA-6R8MR-06,STB0603-6R8M,LinkCom LML0630AA-6R8MR-06,Power Inductors
LML0630AA-8R2MR-02,STB0603-8R2M-02,LinkCom inductor,inductor
LML0630AA-8R2MR-06,STB0603-8R2M,LinkCom LML0630AA-8R2MR-06,Power Inductors
LML0630AA-R22MR-02,STB0603-R22M-02,LinkCom inductor,inductor
LML0630AA-R22MR-06,STB0603-R22M,LinkCom LML0630AA-R22MR-06,Power Inductors
LML0630AA-R24MR-02,STB0603-R24M-01,LinkCom inductor,inductor
LML0630AA-R24MR-06,STB0603-R24M,LinkCom LML0630AA-R24MR-06,Power Inductors
LML0630AA-R33MR-02,STB0603-R33M-02,LinkCom inductor,inductor
LML0630AA-R33MR-06,STB0603-R33M,LinkCom LML0630AA-R33MR-06,Power Inductors
LML0630AA-R47MR-02,STB0603-R47M-02,LinkCom inductor,inductor
LML0630AA-R47MR-06,STB0603-R47M,LinkCom LML0630AA-R47MR-06,Power Inductors
LML0630AA-R56MR-02,STB0603-R56M-02,LinkCom inductor,inductor
LML0630AA-R56MR-06,STB0603-R56M,LinkCom LML0630AA-R56MR-06,Power Inductors
LML0630AA-R68MR-02,STB0603-R68M-02,LinkCom inductor,inductor
LML0630AA-R68MR-06,STB0603-R68M,LinkCom LML0630AA-R68MR-06,Power Inductors
LML0630AA-R82MR-02,STB0603-R82M-02,LinkCom inductor,inductor
LML0630AA-R82MR-06,STB0603-R82M,LinkCom LML0630AA-R82MR-06,Power Inductors
LML0630AE-100MR-06,STB0603-100M-01,LinkCom LML0630AE-100MR-06,Power Inductors
LML0630AE-150MR-06,STB0603-150M-01,LinkCom LML0630AE-150MR-06,Power Inductors
LML0630AE-1R0MR-06,STB0603-1R0M-01,LinkCom LML0630AE-1R0MR-06,Power Inductors
LML0630AE-1R5MR-06,STB0603-1R5M-01,LinkCom LML0630AE-1R5MR-06,Power Inductors
LML0630AE-2R2MR-06,STB0603-2R2M-01,LinkCom LML0630AE-2R2MR-06,Power Inductors
LML0630AE-2R7MR-06,STB0603-2R7M,LinkCom LML0630AE-2R7MR-06,Power Inductors
LML0630AE-3R3MR-06,STB0603-3R3M-01,LinkCom LML0630AE-3R3MR-06,Power Inductors
LML0630AE-4R7MR-06,STB0603-4R7M-01,LinkCom LML0630AE-4R7MR-06,Power Inductors
LML0630AE-5R6MR-06,STB0603-5R6M,LinkCom LML0630AE-5R6MR-06,Power Inductors
LML0630AE-6R8MR-06,STB0603-6R8M-01,LinkCom LML0630AE-6R8MR-06,Power Inductors
LML0630AE-8R2MR-06,STB0603-8R2M-01,LinkCom LML0630AE-8R2MR-06,Power Inductors
LML0630AE-R10MR-06,STB0603-R10M,LinkCom LML0630AE-R10MR-06,Power Inductors
LML0630AE-R15MR-06,STB0603-R15M,LinkCom LML0630AE-R15MR-06,Power Inductors
LML0630AE-R22MR-06,STB0603-R22M-01,LinkCom LML0630AE-R22MR-06,Power Inductors
LML0630AE-R33MR-06,STB0603-R33M-01,LinkCom LML0630AE-R33MR-06,Power Inductors
LML0630AE-R47MR-06,STB0603-R47M-01,LinkCom LML0630AE-R47MR-06,Power Inductors
LML0630AE-R56MR-06,STB0603-R56M-01,LinkCom LML0630AE-R56MR-06,Power Inductors
LML0630AE-R68MR-06,STB0603-R68M-01,LinkCom LML0630AE-R68MR-06,Power Inductors
LML0630AE-R82MR-06,STB0603-R82M-01,LinkCom LML0630AE-R82MR-06,Power Inductors
LML0640AE-100MR-06,STB0604-100M,LinkCom LML0640AE-100MR-06,Power Inductors
LML0640AE-1R0MR-06,STB0604-1R0M,LinkCom LML0640AE-1R0MR-06,Power Inductors
LML0640AE-1R5MR-06,STB0604-1R5M,LinkCom LML0640AE-1R5MR-06,Power Inductors
LML0640AE-2R2MR-06,STB0604-2R2M,LinkCom LML0640AE-2R2MR-06,Power Inductors
LML0640AE-3R3MR-06,STB0604-3R3M,LinkCom LML0640AE-3R3MR-06,Power Inductors
LML0640AE-4R7MR-06,STB0604-4R7M,LinkCom LML0640AE-4R7MR-06,Power Inductors
LML0640AE-6R8MR-06,STB0604-6R8M,LinkCom LML0640AE-6R8MR-06,Power Inductors
LML0640AE-R15MR-06,STB0604-R15M,LinkCom LML0640AE-R15MR-06,Power Inductors
LML0640AE-R22MR-06,STB0604-R22M,LinkCom LML0640AE-R22MR-06,Power Inductors
LML0640AE-R33MR-06,STB0604-R33M,LinkCom LML0640AE-R33MR-06,Power Inductors
LML0640AE-R47MR-06,STB0604-R47M,LinkCom LML0640AE-R47MR-06,Power Inductors
LML0640AE-R68MR-06,STB0604-R68M,LinkCom LML0640AE-R68MR-06,Power Inductors
LML0840AE-100MR-06,STB0804-100M,LinkCom LML0840AE-100MR-06,Power Inductors
LML0840AE-150MR-06,STB0804-150M,LinkCom LML0840AE-150MR-06,Power Inductors
LML0840AE-1R0MR-06,STB0804-1R0M,LinkCom LML0840AE-1R0MR-06,Power Inductors
LML0840AE-1R5MR-06,STB0804-1R5M,LinkCom LML0840AE-1R5MR-06,Power Inductors
LML0840AE-1R8MR-06,STB0804-1R8M,LinkCom LML0840AE-1R8MR-06,Power Inductors
LML0840AE-220MR-06,STB0804-220M,LinkCom LML0840AE-220MR-06,Power Inductors
LML0840AE-2R2MR-06,STB0804-2R2M,LinkCom LML0840AE-2R2MR-06,Power Inductors
LML0840AE-3R3MR-06,STB0804-3R3M,LinkCom LML0840AE-3R3MR-06,Power Inductors
LML0840AE-4R7MR-06,STB0804-4R7M,LinkCom LML0840AE-4R7MR-06,Power Inductors
LML0840AE-5R6MR-06,STB0804-5R6M,LinkCom LML0840AE-5R6MR-06,Power Inductors
LML0840AE-6R8MR-06,STB0804-6R8M,LinkCom LML0840AE-6R8MR-06,Power Inductors
LML0840AE-8R2MR-06,STB0804-8R2M,LinkCom LML0840AE-8R2MR-06,Power Inductors
LML0840AE-R22MR-06,STB0804-R22M,LinkCom LML0840AE-R22MR-06,Power Inductors
LML0840AE-R33MR-06,STB0804-R33M,LinkCom LML0840AE-R33MR-06,Power Inductors
LML0840AE-R47MR-06,STB0804-R47M,LinkCom LML0840AE-R47MR-06,Power Inductors
LML0840AE-R56MR-06,STB0804-R56M,LinkCom LML0840AE-R56MR-06,Power Inductors
LML0840AE-R68MR-06,STB0804-R68M,LinkCom LML0840AE-R68MR-06,Power Inductors
LML0840AE-R82MR-06,STB0804-R82M,LinkCom LML0840AE-R82MR-06,Power Inductors
LML1030AE-100MR-06,STB1003-100M,LinkCom LML1030AE-100MR-06,Power Inductors
LML1030AE-1R0MR-06,STB1003-1R0M,LinkCom LML1030AE-1R0MR-06,Power Inductors
LML1030AE-1R5MR-06,STB1003-1R5M,LinkCom LML1030AE-1R5MR-06,Power Inductors
LML1030AE-2R2MR-06,STB1003-2R2M,LinkCom LML1030AE-2R2MR-06,Power Inductors
LML1030AE-3R3MR-06,STB1003-3R3M,LinkCom LML1030AE-3R3MR-06,Power Inductors
LML1030AE-4R7MR-06,STB1003-4R7M,LinkCom LML1030AE-4R7MR-06,Power Inductors
LML1030AE-8R2MR-06,STB1003-8R2M,LinkCom LML1030AE-8R2MR-06,Power Inductors
LML1030AE-R22MR-06,STB1003-R22M,LinkCom LML1030AE-R22MR-06,Power Inductors
LML1030AE-R33MR-06,STB1003-R33M,LinkCom LML1030AE-R33MR-06,Power Inductors
LML1030AE-R36MR-06,STB1003-R36M,LinkCom LML1030AE-R36MR-06,Power Inductors
LML1030AE-R47MR-06,STB1003-R47M,LinkCom LML1030AE-R47MR-06,Power Inductors
LML1030AE-R68MR-06,STB1003-R68M,LinkCom LML1030AE-R68MR-06,Power Inductors
LML1030AE-R82MR-06,STB1003-R82M,LinkCom LML1030AE-R82MR-06,Power Inductors
LML1040AE-100MR-06,STB1004-100M,LinkCom LML1040AE-100MR-06,Power Inductors
LML1040AE-150MR-06,STB1004-150M,LinkCom LML1040AE-150MR-06,Power Inductors
LML1040AE-1R0MR-06,STB1004-1R0M,LinkCom LML1040AE-1R0MR-06,Power Inductors
LML1040AE-1R5MR-06,STB1004-1R5M,LinkCom LML1040AE-1R5MR-06,Power Inductors
LML1040AE-220MR-06,STB1004-220M,LinkCom LML1040AE-220MR-06,Power Inductors
LML1040AE-2R2MR-06,STB1004-2R2M,LinkCom LML1040AE-2R2MR-06,Power Inductors
LML1040AE-330MR-06,STB1004-330M,LinkCom LML1040AE-330MR-06,Power Inductors
LML1040AE-3R3MR-06,STB1004-3R3M,LinkCom LML1040AE-3R3MR-06,Power Inductors
LML1040AE-4R7MR-06,STB1004-4R7M,LinkCom LML1040AE-4R7MR-06,Power Inductors
LML1040AE-6R8MR-06,STB1004-6R8M,LinkCom LML1040AE-6R8MR-06,Power Inductors
LML1040AE-8R2MR-06,STB1004-8R2M,LinkCom LML1040AE-8R2MR-06,Power Inductors
LML1040AE-R15MR-06,STB1004-R15M,LinkCom LML1040AE-R15MR-06,Power Inductors
LML1040AE-R22MR-06,STB1004-R22M,LinkCom LML1040AE-R22MR-06,Power Inductors
LML1040AE-R36MR-06,STB1004-R36M,LinkCom LML1040AE-R36MR-06,Power Inductors
LML1040AE-R47MR-06,STB1004-R47M,LinkCom LML1040AE-R47MR-06,Power Inductors
LML1040AE-R56MR-06,STB1004-R56M,LinkCom LML1040AE-R56MR-06,Power Inductors
LML1040AE-R68MR-06,STB1004-R68M,LinkCom LML1040AE-R68MR-06,Power Inductors
LML1050AE-100MR-06,STB1005-100M,LinkCom LML1050AE-100MR-06,Power Inductors
LML1050AE-150MR-06,STB1005-150M,LinkCom LML1050AE-150MR-06,Power Inductors
LML1050AE-1R0MR-06,STB1005-1R0M,LinkCom LML1050AE-1R0MR-06,Power Inductors
LML1050AE-1R5MR-06,STB1005-1R5M,LinkCom LML1050AE-1R5MR-06,Power Inductors
LML1050AE-220MR-06,STB1005-220M,LinkCom LML1050AE-220MR-06,Power Inductors
LML1050AE-2R2MR-06,STB1005-2R2M,LinkCom LML1050AE-2R2MR-06,Power Inductors
LML1050AE-3R3MR-06,STB1005-3R3M,LinkCom LML1050AE-3R3MR-06,Power Inductors
LML1050AE-4R7MR-06,STB1005-4R7M,LinkCom LML1050AE-4R7MR-06,Power Inductors
LML1050AE-5R6MR-06,STB1005-5R6M,LinkCom LML1050AE-5R6MR-06,Power Inductors
LML1050AE-6R8MR-06,STB1005-6R8M,LinkCom LML1050AE-6R8MR-06,Power Inductors
LML1050AE-R22MR-06,STB1005-R22M,LinkCom LML1050AE-R22MR-06,Power Inductors
LML1050AE-R47MR-06,STB1005-R47M,LinkCom LML1050AE-R47MR-06,Power Inductors
LML1050AE-R68MR-06,STB1005-R68M,LinkCom LML1050AE-R68MR-06,Power Inductors
LML1350AE-100MR-06,STB1305-100M,LinkCom LML1350AE-100MR-06,Power Inductors
LML1350AE-150MR-06,STB1305-150M,LinkCom LML1350AE-150MR-06,Power Inductors
LML1350AE-1R0MR-06,STB1305-1R0M,LinkCom LML1350AE-1R0MR-06,Power Inductors
LML1350AE-1R5MR-06,STB1305-1R5M,LinkCom LML1350AE-1R5MR-06,Power Inductors
LML1350AE-220MR-06,STB1305-220M,LinkCom LML1350AE-220MR-06,Power Inductors
LML1350AE-2R2MR-06,STB1305-2R2M,LinkCom LML1350AE-2R2MR-06,Power Inductors
LML1350AE-2R7MR-06,STB1305-2R7M,LinkCom LML1350AE-2R7MR-06,Power Inductors
LML1350AE-3R3MR-06,STB1305-3R3M,LinkCom LML1350AE-3R3MR-06,Power Inductors
LML1350AE-4R7MR-06,STB1305-4R7M,LinkCom LML1350AE-4R7MR-06,Power Inductors
LML1350AE-5R6MR-06,STB1305-5R6M,LinkCom LML1350AE-5R6MR-06,Power Inductors
LML1350AE-6R8MR-06,STB1305-6R8M,LinkCom LML1350AE-6R8MR-06,Power Inductors
LML1350AE-8R2MR-06,STB1305-8R2M,LinkCom LML1350AE-8R2MR-06,Power Inductors
LML1350AE-R22MR-06,STB1305-R22M,LinkCom LML1350AE-R22MR-06,Power Inductors
LML1350AE-R33MR-06,STB1305-R33M,LinkCom LML1350AE-R33MR-06,Power Inductors
LML1350AE-R47MR-06,STB1305-R47M,LinkCom LML1350AE-R47MR-06,Power Inductors
LML1350AE-R56MR-06,STB1305-R56M,LinkCom LML1350AE-R56MR-06,Power Inductors
LML1350AE-R68MR-06,STB1305-R68M,LinkCom LML1350AE-R68MR-06,Power Inductors
LML1350AE-R82MR-06,STB1305-R82M,LinkCom LML1350AE-R82MR-06,Power Inductors
LML1360AE-100MR-06,STB1306-100M,LinkCom LML1360AE-100MR-06,Power Inductors
LML1360AE-120MR-06,STB1306-120M,LinkCom LML1360AE-120MR-06,Power Inductors
LML1360AE-150MR-06,STB1306-150M,LinkCom LML1360AE-150MR-06,Power Inductors
LML1360AE-180MR-06,STB1306-180M,LinkCom LML1360AE-180MR-06,Power Inductors
LML1360AE-1R5MR-06,STB1306-1R5M,LinkCom LML1360AE-1R5MR-06,Power Inductors
LML1360AE-220MR-06,STB1306-220M,LinkCom LML1360AE-220MR-06,Power Inductors
LML1360AE-2R2MR-06,STB1306-2R2M,LinkCom LML1360AE-2R2MR-06,Power Inductors
LML1360AE-3R3MR-06,STB1306-3R3M,LinkCom LML1360AE-3R3MR-06,Power Inductors
LML1360AE-4R7MR-06,STB1306-4R7M,LinkCom LML1360AE-4R7MR-06,Power Inductors
LML1360AE-5R6MR-06,STB1306-5R6M,LinkCom LML1360AE-5R6MR-06,Power Inductors
LML1360AE-6R8MR-06,STB1306-6R8M,LinkCom LML1360AE-6R8MR-06,Power Inductors
LML1360AE-8R2MR-06,STB1306-8R2M,LinkCom LML1360AE-8R2MR-06,Power Inductors
LML1365AE-100MR-06,STB1306-100M-01,LinkCom LML1365AE-100MR-06,Power Inductors
LML1365AE-150MR-06,STB1306-150M-01,LinkCom LML1365AE-150MR-06,Power Inductors
LML1365AE-1R0MR-06,STB1306-1R0M,LinkCom LML1365AE-1R0MR-06,Power Inductors
LML1365AE-1R5MR-06,STB1306-1R5M-01,LinkCom LML1365AE-1R5MR-06,Power Inductors
LML1365AE-220MR-06,STB1306-220M-01,LinkCom LML1365AE-220MR-06,Power Inductors
LML1365AE-2R2MR-06,STB1306-2R2M-01,LinkCom LML1365AE-2R2MR-06,Power Inductors
LML1365AE-3R3MR-06,STB1306-3R3M-01,LinkCom LML1365AE-3R3MR-06,Power Inductors
LML1365AE-4R7MR-06,STB1306-4R7M-01,LinkCom LML1365AE-4R7MR-06,Power Inductors
LML1365AE-5R6MR-06,STB1306-5R6M-01,LinkCom LML1365AE-5R6MR-06,Power Inductors
LML1365AE-6R8MR-06,STB1306-6R8M-01,LinkCom LML1365AE-6R8MR-06,Power Inductors
LML1365AE-8R2MR-06,STB1306-8R2M-01,LinkCom LML1365AE-8R2MR-06,Power Inductors
LML1770AE-100MR-06,STB1707-100M,LinkCom LML1770AE-100MR-06,Power Inductors
LML1770AE-150MR-06,STB1707-150M,LinkCom LML1770AE-150MR-06,Power Inductors
LML1770AE-1R5MR-06,STB1707-1R5M,LinkCom LML1770AE-1R5MR-06,Power Inductors
LML1770AE-220MR-06,STB1707-220M,LinkCom LML1770AE-220MR-06,Power Inductors
LML1770AE-2R2MR-06,STB1707-2R2M,LinkCom LML1770AE-2R2MR-06,Power Inductors
LML1770AE-330MR-06,STB1707-330M,LinkCom LML1770AE-330MR-06,Power Inductors
LML1770AE-3R3MR-06,STB1707-3R3M,LinkCom LML1770AE-3R3MR-06,Power Inductors
LML1770AE-4R7MR-06,STB1707-4R7M,LinkCom LML1770AE-4R7MR-06,Power Inductors
LML1770AE-5R6MR-06,STB1707-5R6M,LinkCom LML1770AE-5R6MR-06,Power Inductors
LML1770AE-6R8MR-06,STB1707-6R8M,LinkCom LML1770AE-6R8MR-06,Power Inductors
LML1770AE-8R2MR-06,STB1707-8R2M,LinkCom LML1770AE-8R2MR-06,Power Inductors
LNR2510AA-100MR-02,SNR2510-100M,LinkCom inductor,inductor
LNR2510AA-1R0MR-02,SNR2510-1R0M,LinkCom inductor,inductor
LNR2510AA-1R5MR-02,SNR2510-1R5M,LinkCom inductor,inductor
LNR2510AA-220MR-02,SNR2510-220M,LinkCom inductor,inductor
LNR2510AA-2R2MR-02,SNR2510-2R2M,LinkCom inductor,inductor
